Year,Paper Title,Abstract,Authors,DOI,Paper PDF,Video URL,Project Page,Conference
2016,ChaCra: an interactive design system for rapid character crafting (ACM SCA 2016),"We propose an interactive design system for rapid crafting of planar mechanical characters.
	Our method combines the simplicity of sketch-based modeling with the ease of defining motion
	through extreme poses. In order to translate digital designs into fabrication-ready
	descriptions, our method automatically
	computes the mechanical structure that makes the characters move as desired. [...]","Vittorio Megaro, Bernhard Thomaszewski, Damien Gauge, Eitan Grinspun, Stelian Coros, and Markus Gross",http://dl.acm.org/citation.cfm?id=2849538,https://graphics.ethz.ch/~bthomasz/PDF/ChaCra.pdf,https://www.youtube.com/watch?v=iEb6uRs3OdU,https://www.disneyresearch.com/project/chacra/,ACM SCA 2016
2016,Stenciling: Designing Structurally-Sound Surfaces with Decorative Patterns (ACM SGP 2016),"We present a novel method to design shells with artistic cutouts in a manner that produces
	a stable final result. The process of stenciling, removing material with a fixed shape,
	is a particularly appealing way to introduce a decorative pattern
	into the design of architectural structures, furniture, or household objects. [...]","Christian Schumacher, Bernhard Thomaszewski, and Markus Gross",https://diglib.eg.org/handle/10.1111/cgf12967,https://s3-us-west-1.amazonaws.com/disneyresearch/wp-content/uploads/20160707172649/Stenciling-Designing-Structurally-Sound-Surfaces-with-Decorative-Patterns-Paper.pdf,https://www.youtube.com/watch?v=58ryUVk5KPg,https://www.disneyresearch.com/publication/stenciling/,ACM SGP 2016
2016,Printed Perforated Lampshades for Continuous Projective Images (ACM SIGGRAPH 2016),"We present a technique for designing 3D-printed perforated lampshades that project
	continuous grayscale images onto the surrounding walls. Given the geometry of the
	lampshade and a target grayscale image, our method computes a distribution of tiny
	holes over the shell, such that the combined footprints of the
	light emanating through the holes form the target image on a nearby diffuse surface. [...]","Haisen Zhao, Lin Lu, Yuan Wei, Dani Lischinski, Andrei Sharf, Daniel Cohen-Or, Baoquan Chen.",https://doi.org/10.1145/2907049,http://irc.cs.sdu.edu.cn/Lampshades/files/3dLamp.pdf,http://irc.cs.sdu.edu.cn/Lampshades/files/3DLamps.mov,http://irc.cs.sdu.edu.cn/Lampshades/,ACM SIGGRAPH 2016
2016,CofiFab: coarse-to-fine fabrication of large 3D objects (ACM SIGGRAPH 2016),"This paper presents CofiFab, a coarse-to-fine 3D fabrication solution, combining 3D printing and 2D laser cutting for cost-effective fabrication of large objects at lower cost and higher speed. Our key approach is to first build coarse internal base structures within the given 3D object using laser cutting, and then attach thin 3D-printed parts, as an external shell, onto the base to recover the fine surface details. [...]","Peng Song, Bailin Deng, Ziqi Wang, Zhichao Dong, Wei Li, Chi-Wing Fu, and Ligang Liu",http://dl.acm.org/citation.cfm?id=2925876,http://www.bdeng.me/CofiFab.pdf,https://www.youtube.com/watch?v=TXsn3BpmE0U,http://staff.ustc.edu.cn/~songpeng/subpage/2016-SIGGRAPH-CofiFab/,ACM SIGGRAPH 2016
2016,Connected fermat spirals for layered fabrication (ACM SIGGRAPH 2016).,"We develop a new kind of ""space-filling"" curves, connected Fermat spirals, and show their compelling properties as a tool path fill pattern for layered fabrication. Unlike classical space-filling curves such as the Peano or Hilbert curves, which constantly wind and bind to preserve locality, connected Fermat spirals are formed mostly by long, low-curvature paths. This geometric property, along with continuity, influences the quality and efficiency of layered fabrication.","Haisen Zhao, Fanglin Gu, Qi-Xing Huang, Jorge Garcia, Yong Chen, Changhe Tu, Bedrich Benes, Hao Zhang, Daniel Cohen-Or, and Baoquan Chen",http://dl.acm.org/citation.cfm?id=2925958,https://www.cs.sfu.ca/~haoz/pubs/zhao_sig16_fermat.pdf,http://irc.cs.sdu.edu.cn/CFS/files/CFS.mov,http://irc.cs.sdu.edu.cn/CFS/,ACM SIGGRAPH 2016
2016,Procedural voronoi foams for additive manufacturing (ACM SIGGRAPH 2016),"In this paper we propose to study procedural, aperiodic microstructures inspired by Voronoi open-cell foams. The absence of regularity affords for a simple approach to grade the foam geometry --- and thus its mechanical properties --- within a target object and its surface. Rather than requiring a global optimization process, the microstructures are directly generated to exhibit a specified elastic behavior. [...]","Jonás Martìnez, Jérémie Dumas, and Sylvain Lefebvre",http://dl.acm.org/citation.cfm?id=2925922,,,https://sites.google.com/site/jonasmartinezbayona/procvorfoam,ACM SIGGRAPH 2016
2016,Printing arbitrary meshes with a 5DOF wireframe printer (ACM SIGGRAPH 2016),"We formalize the collision avoidance problem using a directed graph, and propose an algorithm that finds a locally minimal set of constraints on the order of edges that guarantees there will be no collisions. Then a second algorithm orders the edges so that the printing progresses smoothly. Though meshes do exist that still cannot be printed, our method prints a wide range of models that previous methods cannot, and it provides a fundamental enabling algorithm for future development of wireframe printing. [...]","Rundong Wu, Huaishu Peng, François Guimbretiére, and Steve Marschner",http://dl.acm.org/citation.cfm?id=2925966,http://www.cs.cornell.edu/projects/wireprint/download/onthefly.pdf,https://www.youtube.com/watch?v=X68cfl3igKE,http://www.cs.cornell.edu/projects/wireprint/,ACM SIGGRAPH 2016
2016,Designing structurally-sound ornamental curve networks (ACM SIGGRAPH 2016),"We present a computational tool for designing ornamental curve networks---structurally-sound physical surfaces with user-controlled aesthetics. In contrast to approaches that leverage texture synthesis for creating decorative surface patterns, our method relies on user-defined spline curves as central design primitives. [...]","Jonas Zehnder, Stelian Coros, and Bernhard Thomaszewski",http://dl.acm.org/citation.cfm?id=2925888,https://s3-us-west-1.amazonaws.com/disneyresearch/wp-content/uploads/20160705184753/Designing-Structurally-Sound-Ornamental-Curve-Networks-Paper.pdf,https://www.youtube.com/watch?v=CRvLyQWMPYg,https://www.disneyresearch.com/publication/designing-structurally-sound-ornamental-curve-networks/,ACM SIGGRAPH 2016
2016,Synthesis of filigrees for digital fabrication (ACM SIGGRAPH 2016),"Filigrees are thin patterns found in jewelry, ornaments and lace fabrics. They are often formed of repeated base elements manually composed into larger, delicate patterns. Digital fabrication simplifies the process of turning a virtual model of a filigree into a physical object. However, designing a virtual model of a filigree remains a time consuming and challenging task. The difficulty lies in tightly packing together the base elements while covering a target surface.  [...]","Weikai Chen, Xiaolong Zhang, Shiqing Xin, Yang Xia, Sylvain Lefebvre, and Wenping Wang",http://dl.acm.org/citation.cfm?id=2925911,http://i.cs.hku.hk/~wkchen/projects/papers/weikai_sig16_filigree_final.pdf,http://i.cs.hku.hk/~wkchen/projects/video/sig2016.mp4,http://i.cs.hku.hk/~wkchen/projects/proj_sig16.html,ACM SIGGRAPH 2016
2016,Computational design of reconfigurables (ACM SIGGRAPH 2016),"A reconfigurable is an object or collection of objects whose transformation between various states defines its functionality or aesthetic appeal. For example, consider a mechanical assembly composed of interlocking pieces, a transforming folding bicycle, or a space-saving arrangement of apartment furniture.  [...]","Akash Garg, Alec Jacobson, and Eitan Grinspun",http://dl.acm.org/citation.cfm?id=2925900,http://www.cs.columbia.edu/cg/reconfigurables/computational-design-of-reconfigurables-siggraph-2016-garg-et-al.pdf,https://www.youtube.com/watch?v=eHJjnv6vbDQ,http://www.cs.columbia.edu/cg/reconfigurables/,ACM SIGGRAPH 2016
2016,Acoustic voxels: computational optimization of modular acoustic filters (ACM SIGGRAPH 2016),"A reconfigurable is an object or collection of objects whose transformation between various states defines its functionality or aesthetic appeal. For example, consider a mechanical assembly composed of interlocking pieces, a transforming folding bicycle, or a space-saving arrangement of apartment furniture.  [...]","Dingzeyu Li, David I. W. Levin, Wojciech Matusik, and Changxi Zheng",http://dl.acm.org/citation.cfm?id=2925960,https://s3-us-west-1.amazonaws.com/disneyresearch/wp-content/uploads/20160707183639/Acoustic-Voxels-Computational-Optimization-of-Modular-Acoustic-Filters-Paper.pdf,https://www.youtube.com/watch?time_continue=3&v=rPeGpjGHk4Y,http://www.cs.columbia.edu/cg/lego/,ACM SIGGRAPH 2016
2016,Computational thermoforming (ACM SIGGRAPH 2016),"We propose a method to fabricate textured 3D models using thermoforming. Differently from industrial techniques, which target mass production of a specific shape, we propose a combined hardware and software solution to manufacture customized, unique objects. Our method simulates the forming process and converts the texture of a given digital 3D model into a pre-distorted image that we transfer onto a plastic sheet. During thermoforming, the sheet deforms to create a faithful physical replica of the digital model. [...]","Christian Schüller, Daniele Panozzo, Anselm Grundhöfer, Henning Zimmer, Evgeni Sorkine, and Olga Sorkine-Hornung",http://dl.acm.org/citation.cfm?id=2925914,https://igl.ethz.ch/projects/thermoforming/computational-thermoforming-2016.pdf,https://www.youtube.com/watch?v=VFkVxurKeAs,https://www.disneyresearch.com/publication/computational-thermoforming/,ACM SIGGRAPH 2016
2016,"Balancing 3D models with movable masses (EUROGRAPHICS 2016, Proceedings of VMV'16)","e present an algorithm to balance 3D printed models using movable embedded masses.
	As input, the user provides a 3D model together with the desired suspension, standing,
	and immersion objectives. Our technique then determines the placement and suitable sizing
	of a set of hollow capsules with embedded metallic spheres,
	leveraging the resulting multiple centers of mass to simultaneously satisfy the combination of these objectives. [...]","Romain Prévost, Moritz Bächer, Wojciech Jarosz, Olga Sorkine-Hornung",https://doi.org/10.2312/vmv.20161337,http://igl.ethz.ch/projects/bal-mov/balancing-3d-models-with-movable-masses-vmv-2016-prevost-et-al.pdf,http://igl.ethz.ch/projects/bal-mov/balancing-3d-models-with-movable-masses.mp4,http://igl.ethz.ch/projects/bal-mov/,"EUROGRAPHICS 2016, Proceedings of VMV'16"
2016,Buoyancy Optimization for Computational Fabrication (EUROGRAPHICS 2016),"This paper introduces a design and fabrication pipeline for creating floating forms. Our method optimizes for buoyant equilibrium and stability of complex 3D shapes, applying a voxel-carving technique to control the mass distribution.
	The resulting objects achieve a desired floating pose defined by a user-specified waterline height and orientation. [...]","Lingfeng Wang, and Emily Whiting",http://dx.doi.org/10.1111/cgf.12810,http://vcl.cs.dartmouth.edu/s/buoyancy_EG2016_submitted.pdf,https://www.youtube.com/watch?v=CWl953tlK5o,http://vcl.cs.dartmouth.edu/publications/eg-buoyancy/,EUROGRAPHICS 2016
2016,Saliency-Preserving Slicing Optimization for Effective 3D Printing (EUROGRAPHICS 2016),"We present an adaptive slicing scheme for reducing the manufacturing time for 3D printing systems.
	Based on a new saliency-based metric, our method optimizes the thicknesses of slicing layers to
	save printing time and preserve the visual quality of the printing results. We formulate the problem as a
	constrained optimization and compute the slicing result via a two-step optimization scheme.  [...]","Weiming Wang, Haiyuan Chao, Jing Tong, Zhouwang Yang, Xin Tong, Hang Li, Xiuping Liu, and Ligang Liu",http://dx.doi.org/10.1111/cgf.12527,http://staff.ustc.edu.cn/~lgliu/Projects/2015_AdaptiveSlicing_3DPrinting/Papers/2015_CGF_AdaptiveSlicing.pdf,http://staff.ustc.edu.cn/~lgliu/Projects/2015_AdaptiveSlicing_3DPrinting/Papers/2015_CGF_AdaptiveSlicing.mov,http://staff.ustc.edu.cn/~lgliu/Projects/2015_AdaptiveSlicing_3DPrinting/default.htm,EUROGRAPHICS 2016
